Kingdom,Phylum,Class,Order,Family,Genus,OTU
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Uniq363
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella_4,Uniq32394
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq46095
Bacteria,Bacteroidetes,Bacteroidia,unknown_Order_of_Bacteroidia____Uniq45364,unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq99022,Uniq92630
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq74391
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq55547
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq27151
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq82167
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq114231
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus_torques_group,Uniq93500
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq45777
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq59799
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus,Uniq35239
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq86285
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Uniq115160
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq116070
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Uniq116216
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq14161
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq91826
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq99056
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq172
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Uniq100601
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq93803
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Uniq19489
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq105321
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq88912
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq102142
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq113542
Bacteria,Cyanobacteria,Chloroplast,Capsicum_annuum,unknown_Family_of_Capsicum_annuum____Uniq80019,unknown_Genus_of_unknown_Family_of_Capsicum_annuum____Uniq99022,Uniq43638
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq68284
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Uniq96471
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq88593
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unknown_Genus_of_Enterobacteriaceae____Uniq99022,Uniq37548
Bacteria,Actinobacteria,unknown_Class_of_Actinobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq99022,Uniq108334
Bacteria,Bacteroidetes,Bacteroidia,unknown_Order_of_Bacteroidia____Uniq45364,unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq99022,Uniq106011
Bacteria,unknown_Phylum_of_nan____Uniq53046,unknown_Class_of_unknown_Phylum_of_nan____Uniq5707,unknown_Order_of_unknown_Class_of_unknown_Phylum_of_nan____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_unknown_Phylum_of_nan____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_unknown_Phylum_of_nan____Uniq99022,Uniq88316
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq96853
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unknown_Genus_of_Enterobacteriaceae____Uniq99022,Uniq63875
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq82
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq79730
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Uniq19383
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq27687
Bacteria,Firmicutes,Bacilli,unknown_Order_of_Bacilli____Uniq45364,unknown_Family_of_unknown_Order_of_Bacilli____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacilli____Uniq99022,Uniq100690
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq114212
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq65855
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq105125
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq111553
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq47063
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq42490
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq115686
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Uniq89868
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq93561
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Uniq105695
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq111064
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq92211
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Uniq20822
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq94645
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq95346
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq108521
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq73454
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq115548
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,Uniq35515
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq1507
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq91329
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq99979
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq110750
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq55977
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Olsenella,Uniq40136
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq2778
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq65137
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq23871
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq96550
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq96747
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Uniq97691
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Uniq100070
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,Uniq7747
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq72838
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq112570
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Uniq102266
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq93681
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq90050
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq30158
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq45759
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq64644
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq155
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Uniq97
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Uniq30338
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq92070
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq105742
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq87585
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq98656
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq33850
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq113268
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq90204
Bacteria,Proteobacteria,Betaproteobacteria,unknown_Order_of_Betaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Betaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Betaproteobacteria____Uniq99022,Uniq104729
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq56534
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq113114
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Uniq1950
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq51583
Bacteria,Bacteroidetes,Bacteroidia,unknown_Order_of_Bacteroidia____Uniq45364,unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq99022,Uniq110866
Bacteria,Firmicutes,Bacilli,unknown_Order_of_Bacilli____Uniq45364,unknown_Family_of_unknown_Order_of_Bacilli____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacilli____Uniq99022,Uniq10005
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Uniq26988
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Uniq46340
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq44054
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq107783
Bacteria,Bacteroidetes,Bacteroidia,unknown_Order_of_Bacteroidia____Uniq45364,unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq99022,Uniq99129
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq104360
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq106242
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq95942
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unknown_Genus_of_Rhodospirillaceae____Uniq99022,Uniq4091
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq109485
Bacteria,Firmicutes,Clostridia,unknown_Order_of_Clostridia____Uniq45364,unknown_Family_of_unknown_Order_of_Clostridia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Clostridia____Uniq99022,Uniq114083
Bacteria,Saccharibacteria,unknown_Class_of_Saccharibacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Saccharibacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Saccharibacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Saccharibacteria____Uniq99022,Uniq87463
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq55661
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq98794
Bacteria,Firmicutes,Clostridia,unknown_Order_of_Clostridia____Uniq45364,unknown_Family_of_unknown_Order_of_Clostridia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Clostridia____Uniq99022,Uniq115207
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq110258
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq102925
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq33380
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq94911
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq114549
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_2,Uniq2073
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq111363
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Uniq72156
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq96866
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq92900
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Uniq85407
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_9,Uniq38290
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq18
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq84611
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq86449
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq51496
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq10188
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq95335
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq94145
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq66932
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Uniq38871
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Uniq84987
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq105806
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq91
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq90497
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq109472
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq108063
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq42530
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq107788
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq37903
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq96635
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Uniq9469
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq70891
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq92867
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq70325
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Uniq9016
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq109432
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq47729
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Uniq40277
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq47
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq108633
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq87739
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq3478
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq22
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq97096
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Uniq70786
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,Uniq9296
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,Uniq88644
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq34
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq58339
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas_3,Uniq7017
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq69237
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq93084
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq94454
